ITE00100554,17670101,TMAX,-3,,,E,
ITE00100554,17670101,TMIN,-33,,,E,
ITE00100554,17670102,TMAX,-1,,,E,
ITE00100554,17670102,TMIN,-15,,,E,
ITE00100554,17670103,TMAX,-13,,,E,
ITE00100554,17670103,TMIN,-37,,,E,
ITE00100554,17670104,TMAX,8,,,E,
ITE00100554,17670104,TMIN,-16,,,E,
ITE00100554,17670105,TMAX,-6,,,E,
ITE00100554,17670105,TMIN,-20,,I,E,
ITE00100554,17670106,TMAX,-50,,I,E,
ITE00100554,17670106,TMIN,-70,,,E,
ITE00100554,17670107,TMAX,-110,,I,E,
ITE00100554,17670107,TMIN,-132,,,E,
ITE00100554,17670108,TMAX,-65,,,E,
ITE00100554,17670108,TMIN,-97,,,E,
ITE00100554,17670109,TMAX,-38,,,E,
ITE00100554,17670109,TMIN,-60,,,E,
ITE00100554,17670110,TMAX,-4,,,E,
ITE00100554,17670110,TMIN,-18,,I,E,
ITE00100554,17670111,TMAX,-93,,,E,
ITE00100554,17670111,TMIN,-119,,,E,
ITE00100554,17670112,TMAX,-59,,,E,
ITE00100554,17670112,TMIN,-93,,,E,
ITE00100554,17670113,TMAX,-83,,I,E,
ITE00100554,17670113,TMIN,-99,,,E,
ITE00100554,17670114,TMAX,-32,,,E,
ITE00100554,17670114,TMIN,-48,,I,E,
ITE00100554,17670115,TMAX,-12,,,E,
ITE00100554,17670115,TMIN,-28,,I,E,
ITE00100554,17670116,TMAX,-39,,I,E,
ITE00100554,17670116,TMIN,-63,,,E,
ITE00100554,17670117,TMAX,-15,,,E,
ITE00100554,17670117,TMIN,-31,,,E,
ITE00100554,17670118,TMAX,6,,,E,
ITE00100554,17670118,TMIN,-18,,I,E,
ITE00100554,17670119,TMAX,-34,,I,E,
ITE00100554,17670119,TMIN,-58,,,E,
ITE00100554,17670120,TMAX,-36,,,E,
ITE00100554,17670120,TMIN,-60,,,E,
ITE00100554,17670121,TMAX,-6,,,E,
ITE00100554,17670121,TMIN,-36,,,E,
ITE00100554,17670122,TMAX,-41,,,E,
ITE00100554,17670122,TMIN,-67,,,E,
ITE00100554,17670123,TMAX,-37,,,E,
ITE00100554,17670123,TMIN,-55,,,E,
ITE00100554,17670124,TMAX,-54,,,E,
ITE00100554,17670124,TMIN,-94,,,E,
ITE00100554,17670125,TMAX,-51,,,E,
ITE00100554,17670125,TMIN,-91,,,E,
ITE00100554,17670126,TMAX,-56,,,E,
ITE00100554,17670126,TMIN,-96,,,E,
ITE00100554,17670127,TMAX,-48,,,E,
ITE00100554,17670127,TMIN,-90,,,E,
ITE00100554,17670128,TMAX,-45,,,E,
ITE00100554,17670128,TMIN,-87,,,E,
ITE00100554,17670129,TMAX,-10,,,E,
ITE00100554,17670129,TMIN,-52,,,E,
ITE00100554,17670130,TMAX,-7,,,E,
ITE00100554,17670130,TMIN,-49,,,E,
ITE00100554,17670131,TMAX,-3,,,E,
ITE00100554,17670131,TMIN,-47,,,E,
ITE00100554,17670201,TMAX,-8,,,E,
ITE00100554,17670201,TMIN,-44,,,E,
ITE00100554,17670202,TMAX,-7,,,E,
ITE00100554,17670202,TMIN,-43,,,E,
ITE00100554,17670203,TMAX,7,,,E,
ITE00100554,17670203,TMIN,-39,,,E,
ITE00100554,17670204,TMAX,-22,,I,E,
ITE00100554,17670204,TMIN,-44,,,E,
ITE00100554,17670205,TMAX,32,,,E,
ITE00100554,17670205,TMIN,0,,I,E,
ITE00100554,17670206,TMAX,37,,,E,
ITE00100554,17670206,TMIN,5,,,E,
ITE00100554,17670207,TMAX,42,,,E,
ITE00100554,17670207,TMIN,10,,,E,
ITE00100554,17670208,TMAX,47,,,E,
ITE00100554,17670208,TMIN,15,,,E,
ITE00100554,17670209,TMAX,49,,,E,
ITE00100554,17670209,TMIN,9,,,E,
ITE00100554,17670210,TMAX,13,,,E,
ITE00100554,17670210,TMIN,-21,,,E,
ITE00100554,17670211,TMAX,44,,,E,
ITE00100554,17670211,TMIN,-6,,,E,
ITE00100554,17670212,TMAX,25,,,E,
ITE00100554,17670212,TMIN,1,,,E,
ITE00100554,17670213,TMAX,50,,,E,
ITE00100554,17670213,TMIN,16,,,E,
ITE00100554,17670214,TMAX,42,,,E,
ITE00100554,17670214,TMIN,8,,,E,
ITE00100554,17670215,TMAX,56,,,E,
ITE00100554,17670215,TMIN,20,,,E,
ITE00100554,17670216,TMAX,76,,,E,
ITE00100554,17670216,TMIN,40,,,E,
ITE00100554,17670217,TMAX,71,,,E,
ITE00100554,17670217,TMIN,35,,,E,
ITE00100554,17670218,TMAX,87,,,E,
ITE00100554,17670218,TMIN,51,,,E,
ITE00100554,17670219,TMAX,88,,,E,
ITE00100554,17670219,TMIN,62,,,E,
ITE00100554,17670220,TMAX,89,,,E,
ITE00100554,17670220,TMIN,53,,,E,
ITE00100554,17670221,TMAX,97,,,E,
ITE00100554,17670221,TMIN,59,,,E,
ITE00100554,17670222,TMAX,87,,,E,
ITE00100554,17670222,TMIN,61,,,E,
ITE00100554,17670223,TMAX,99,,,E,
ITE00100554,17670223,TMIN,53,,,E,
ITE00100554,17670224,TMAX,111,,,E,
ITE00100554,17670224,TMIN,65,,,E,
ITE00100554,17670225,TMAX,93,,,E,
ITE00100554,17670225,TMIN,35,,,E,
ITE00100554,17670226,TMAX,112,,,E,
ITE00100554,17670226,TMIN,54,,,E,
ITE00100554,17670227,TMAX,118,,,E,
ITE00100554,17670227,TMIN,70,,,E,
ITE00100554,17670228,TMAX,115,,,E,
ITE00100554,17670228,TMIN,67,,,E,
ITE00100554,17670301,TMAX,100,,,E,
ITE00100554,17670301,TMIN,40,,,E,
ITE00100554,17670302,TMAX,108,,,E,
ITE00100554,17670302,TMIN,48,,,E,
ITE00100554,17670303,TMAX,106,,,E,
ITE00100554,17670303,TMIN,56,,,E,
ITE00100554,17670304,TMAX,105,,,E,
ITE00100554,17670304,TMIN,55,,,E,
ITE00100554,17670305,TMAX,109,,,E,
ITE00100554,17670305,TMIN,49,,,E,
ITE00100554,17670306,TMAX,89,,,E,
ITE00100554,17670306,TMIN,27,,,E,
ITE00100554,17670307,TMAX,91,,,E,
ITE00100554,17670307,TMIN,29,,,E,
ITE00100554,17670308,TMAX,102,,,E,
ITE00100554,17670308,TMIN,40,,,E,
ITE00100554,17670309,TMAX,101,,,E,
ITE00100554,17670309,TMIN,39,,,E,
ITE00100554,17670310,TMAX,101,,,E,
ITE00100554,17670310,TMIN,49,,,E,
ITE00100554,17670311,TMAX,96,,,E,
ITE00100554,17670311,TMIN,54,,,E,
ITE00100554,17670312,TMAX,96,,,E,
ITE00100554,17670312,TMIN,54,,,E,
ITE00100554,17670313,TMAX,103,,,E,
ITE00100554,17670313,TMIN,39,,,E,
ITE00100554,17670314,TMAX,107,,,E,
ITE00100554,17670314,TMIN,55,,,E,
ITE00100554,17670315,TMAX,96,,,E,
ITE00100554,17670315,TMIN,66,,,E,
ITE00100554,17670316,TMAX,95,,,E,
ITE00100554,17670316,TMIN,43,,,E,
ITE00100554,17670317,TMAX,72,,,E,
ITE00100554,17670317,TMIN,20,,,E,
ITE00100554,17670318,TMAX,106,,,E,
ITE00100554,17670318,TMIN,42,,,E,
ITE00100554,17670319,TMAX,121,,,E,
ITE00100554,17670319,TMIN,55,,,E,
ITE00100554,17670320,TMAX,133,,,E,
ITE00100554,17670320,TMIN,67,,,E,
ITE00100554,17670321,TMAX,147,,,E,
ITE00100554,17670321,TMIN,81,,,E,
ITE00100554,17670322,TMAX,128,,,E,
ITE00100554,17670322,TMIN,98,,,E,
ITE00100554,17670323,TMAX,116,,,E,
ITE00100554,17670323,TMIN,50,,,E,
