ITE00100554,17680101,TMAX,-33,,I,E,
ITE00100554,17680101,TMIN,-57,,,E,
ITE00100554,17680102,TMAX,-1,,,E,
ITE00100554,17680102,TMIN,-15,,,E,
ITE00100554,17680103,TMAX,-18,,,E,
ITE00100554,17680103,TMIN,-32,,,E,
ITE00100554,17680104,TMAX,-8,,,E,
ITE00100554,17680104,TMIN,-38,,,E,
ITE00100554,17680105,TMAX,-46,,,E,
ITE00100554,17680105,TMIN,-76,,,E,
ITE00100554,17680106,TMAX,-34,,,E,
ITE00100554,17680106,TMIN,-54,,,E,
ITE00100554,17680107,TMAX,-21,,,E,
ITE00100554,17680107,TMIN,-35,,,E,
ITE00100554,17680108,TMAX,-7,,,E,
ITE00100554,17680108,TMIN,-33,,,E,
ITE00100554,17680109,TMAX,-7,,,E,
ITE00100554,17680109,TMIN,-21,,,E,
ITE00100554,17680110,TMAX,17,,,E,
ITE00100554,17680110,TMIN,-5,,,E,
ITE00100554,17680111,TMAX,29,,,E,
ITE00100554,17680111,TMIN,3,,,E,
ITE00100554,17680112,TMAX,13,,,E,
ITE00100554,17680112,TMIN,-15,,,E,
ITE00100554,17680113,TMAX,2,,,E,
ITE00100554,17680113,TMIN,-32,,,E,
ITE00100554,17680114,TMAX,-9,,,E,
ITE00100554,17680114,TMIN,-37,,,E,
ITE00100554,17680115,TMAX,-23,,,E,
ITE00100554,17680115,TMIN,-47,,,E,
ITE00100554,17680116,TMAX,-2,,,E,
ITE00100554,17680116,TMIN,-26,,,E,
ITE00100554,17680117,TMAX,21,,,E,
ITE00100554,17680117,TMIN,-3,,,E,
ITE00100554,17680118,TMAX,18,,,E,
ITE00100554,17680118,TMIN,-6,,,E,
ITE00100554,17680119,TMAX,25,,,E,
ITE00100554,17680119,TMIN,1,,,E,
ITE00100554,17680120,TMAX,30,,,E,
ITE00100554,17680120,TMIN,6,,,E,
ITE00100554,17680121,TMAX,32,,,E,
ITE00100554,17680121,TMIN,14,,,E,
ITE00100554,17680122,TMAX,37,,,E,
ITE00100554,17680122,TMIN,11,,,E,
ITE00100554,17680123,TMAX,36,,,E,
ITE00100554,17680123,TMIN,10,,,E,
ITE00100554,17680124,TMAX,40,,,E,
ITE00100554,17680124,TMIN,8,,,E,
ITE00100554,17680125,TMAX,2,,,E,
ITE00100554,17680125,TMIN,-30,,,E,
ITE00100554,17680126,TMAX,3,,,E,
ITE00100554,17680126,TMIN,-31,,,E,
ITE00100554,17680127,TMAX,1,,,E,
ITE00100554,17680127,TMIN,-27,,,E,
ITE00100554,17680128,TMAX,17,,,E,
ITE00100554,17680128,TMIN,-17,,,E,
ITE00100554,17680129,TMAX,22,,,E,
ITE00100554,17680129,TMIN,-20,,,E,
ITE00100554,17680130,TMAX,20,,,E,
ITE00100554,17680130,TMIN,-22,,,E,
ITE00100554,17680131,TMAX,13,,,E,
ITE00100554,17680131,TMIN,-31,,,E,
ITE00100554,17680201,TMAX,20,,,E,
ITE00100554,17680201,TMIN,-10,,,E,
ITE00100554,17680202,TMAX,34,,,E,
ITE00100554,17680202,TMIN,4,,,E,
ITE00100554,17680203,TMAX,34,,,E,
ITE00100554,17680203,TMIN,4,,,E,
ITE00100554,17680204,TMAX,31,,,E,
ITE00100554,17680204,TMIN,1,,,E,
ITE00100554,17680205,TMAX,17,,,E,
ITE00100554,17680205,TMIN,-15,,,E,
ITE00100554,17680206,TMAX,10,,,E,
ITE00100554,17680206,TMIN,-36,,,E,
ITE00100554,17680207,TMAX,5,,,E,
ITE00100554,17680207,TMIN,-43,,,E,
ITE00100554,17680208,TMAX,11,,,E,
ITE00100554,17680208,TMIN,-37,,,E,
ITE00100554,17680209,TMAX,5,,,E,
ITE00100554,17680209,TMIN,-35,,,E,
ITE00100554,17680210,TMAX,11,,,E,
ITE00100554,17680210,TMIN,-29,,,E,
ITE00100554,17680211,TMAX,21,,,E,
ITE00100554,17680211,TMIN,-19,,,E,
ITE00100554,17680212,TMAX,31,,,E,
ITE00100554,17680212,TMIN,-19,,,E,
ITE00100554,17680213,TMAX,44,,,E,
ITE00100554,17680213,TMIN,-8,,,E,
ITE00100554,17680214,TMAX,56,,,E,
ITE00100554,17680214,TMIN,4,,,E,
ITE00100554,17680215,TMAX,62,,,E,
ITE00100554,17680215,TMIN,20,,,E,
ITE00100554,17680216,TMAX,70,,,E,
ITE00100554,17680216,TMIN,28,,,E,
ITE00100554,17680217,TMAX,53,,,E,
ITE00100554,17680217,TMIN,17,,,E,
ITE00100554,17680218,TMAX,23,,,E,
ITE00100554,17680218,TMIN,-13,,,E,
ITE00100554,17680219,TMAX,13,,,E,
ITE00100554,17680219,TMIN,-31,,,E,
ITE00100554,17680220,TMAX,33,,,E,
ITE00100554,17680220,TMIN,-3,,,E,
ITE00100554,17680221,TMAX,41,,,E,
ITE00100554,17680221,TMIN,-15,,,E,
ITE00100554,17680222,TMAX,59,,,E,
ITE00100554,17680222,TMIN,21,,,E,
ITE00100554,17680223,TMAX,69,,,E,
ITE00100554,17680223,TMIN,31,,,E,
ITE00100554,17680224,TMAX,75,,,E,
ITE00100554,17680224,TMIN,37,,,E,
