0.01	28.89166947
0.02	26.41957655
0.03	26.12837727
0.04	29.29453641
0.05	24.92394713
0.06	26.30868006
0.07	24.5786852
0.08	25.21339976
0.09	25.44044878
0.1	25.72501414
0.11	26.25303314
0.12	24.56361288
0.13	25.86676397
0.14	24.2814517
0.15	24.90167854
0.16	28.14398284
0.17	26.80162737
0.18	26.5495743
0.19	26.45545305
0.2	24.79802263
0.21	23.8879207
0.22	27.31208104
0.23	23.20825366
0.24	26.97826057
0.25	27.47536666
0.26	25.39114314
0.27	24.97208487
0.28	23.48904612
0.29	24.89590668
0.3	23.43975282
0.31	24.57319309
0.32	22.62396745
0.33	26.69679784
0.34	24.35882081
0.35	23.21266142
0.36	25.14529476
0.37	25.86521174
0.38	23.10792742
0.39	24.90380153
0.4	23.26959219
0.41	23.93157423
0.42	21.41990795
0.43	24.90753825
0.44	25.02236304
0.45	23.21096764
0.46	24.78538031
0.47	20.87028291
0.48	23.93212598
0.49	22.47778995
0.5	24.38471444
0.51	24.41180391
0.52	23.25787649
0.53	23.41194455
0.54	23.36372114
0.55	24.69892462
0.56	21.35228248
0.57	21.21612904
0.58	20.34674659
0.59	22.0755856
0.6	23.34632133
0.61	21.71371128
0.62	19.18537513
0.63	21.48367405
0.64	20.94423949
0.65	20.53140824
0.66	19.32730479
0.67	22.81907713
0.68	23.10434555
0.69	21.94702825
0.7	21.48349853
0.71	22.57883523
0.72	21.88549856
0.73	20.92300973
0.74	22.41291641
0.75	22.85855052
0.76	18.26410481
0.77	20.37706731
0.78	20.89020513
0.79	18.99703627
0.8	18.5503839
0.81	21.90506766
0.82	19.82595806
0.83	22.09206905
0.84	20.32695352
0.85	20.82113149
0.86	18.13384222
0.87	18.22100145
0.88	19.27034545
0.89	19.69927176
0.9	17.48290214
0.91	18.36468243
0.92	18.22803077
0.93	18.76348983
0.94	19.45637445
0.95	18.82622827
0.96	18.12210671
0.97	16.89019428
0.98	20.50009205
0.99	16.18335156
1	19.00960335
1.01	17.41865068
1.02	16.19719612
1.03	18.80067087
1.04	16.50451159
1.05	20.07306237
1.06	19.2212037
1.07	16.82665275
1.08	16.0686802
1.09	17.11499793
1.1	18.31095449
1.11	18.68986123
1.12	15.10254169
1.13	15.75429885
1.14	18.53460097
1.15	16.27365458
1.16	15.38852326
1.17	17.49156661
1.18	15.46329806
1.19	15.08786879
1.2	18.25889645
1.21	16.44853835
1.22	18.11973379
1.23	14.33614811
1.24	16.49212549
1.25	14.65953074
1.26	18.27424897
1.27	16.21572672
1.28	17.77406667
1.29	14.8035454
1.3	14.30320325
1.31	15.08844691
1.32	15.42216808
1.33	15.74993741
1.34	17.68869543
1.35	14.71183432
1.36	13.61702238
1.37	17.32825409
1.38	17.25549103
1.39	14.05547179
1.4	14.34315824
1.41	16.08182178
1.42	13.43241999
1.43	13.9175959
1.44	17.0941084
1.45	17.48906899
1.46	16.83696498
1.47	13.58998071
